9B5F2BCE-CC8F-43D9-AAD2-C1A9587D1CEC,Baseball,eastondemo2@gmail.com,02/05/2015 16:00:26,0,0,2160.5466308594,72,77,61,0,23.6324729919,162,57.296333313,1,67,-15.6535456018,57.22093,0.3220000267,6,0,2160.5466308594,10,1,0.0019999743,-1738.6878662109,-1.7943043709,-1125.7342529297,15.1307563782,-614.5313720703,-18.0647296906
59F8FBA1-5DD6-48C7-A3B9-38AA8F5F287F,Baseball,eastondemo2@gmail.com,02/05/2015 16:08:29,0,0,2683.2434082031,77,67,50,1,33.8632164001,119,70.4361724854,0,87,-6.7735789821,70.43618,0.2359999418,10,0,2683.2434082031,7,8,0.0159999132,-1222.5256347656,-23.2039394379,-2236.6977539063,3.1507492065,838.0986938477,-24.4615516663
C6656B8F-217F-4D93-835C-8FA27A231EDE,Baseball,eastondemo2@gmail.com,02/05/2015 16:08:59,0,0,2688.2912597656,76,67,49,1,39.2515449524,103,68.0187911987,1,84,-15.2513071955,67.3183,0.2039999962,10,0,2688.2912597656,8,6,0.0119999647,-942.3771972656,16.7836666107,2328.9074707031,8.1929206848,956.5698242188,-34.5234451294
8743EF40-32C3-4C8C-A1A8-82C366AD1C1B,Baseball,eastondemo2@gmail.com,02/05/2015 16:09:19,0,0,2847.0944824219,79,69,51,1,39.1094932556,105,70.6785583496,0,88,-13.0557267095,70.67856,0.2079999447,10,0,2847.0944824219,8,6,0.0119999647,-1778.1530761719,14.0378160477,1990.60546875,15.2814979553,990.7611694336,-33.1506843567
9F56E1EB-E3A4-43D0-BA3F-84A23D645203,Baseball,eastondemo2@gmail.com,02/05/2015 16:09:40,0,0,2662.75390625,73,60,43,1,41.9672088623,106,68.6121749878,3,85,-6.5455285097,68.27667,0.2100000381,10,0,2662.75390625,7,8,0.0160000324,-2349.5693359375,-3.5690197945,840.3093261719,23.4376239777,929.3348388672,-34.6292724609
7BFEE025-37D0-4ED0-A403-393CE67E087B,Baseball,eastondemo2@gmail.com,02/05/2015 16:09:51,0,0,2915.3811035156,79,68,49,1,36.4199066162,105,72.6092910767,0,90,-11.8619510165,72.6093,0.2079999447,10,0,2915.3811035156,9,4,0.0080000162,-884.6129760742,19.9732818604,2433.7563476563,6.406419754,1339.3048095703,-29.773065567
08A77203-DAC7-4125-8F15-38650609432C,Baseball,eastondemo2@gmail.com,02/05/2015 16:10:00,0,0,2762.3830566406,79,64,47,1,40.9957618713,111,74.677734375,0,93,-9.4976799643,74.67773,0.2199999094,10,0,2762.3830566406,7,7,0.013999939,-2120.6157226563,-15.9693841934,-1612.2724609375,15.3276252747,730.9754638672,-34.5064506531
2C85B62C-5608-433B-A12F-096599B9742A,Baseball,eastondemo2@gmail.com,02/05/2015 16:10:10,0,0,2851.3132324219,78,69,51,1,40.8937263489,102,70.0340957642,0,87,-12.4664994336,70.0341,0.2020000219,10,0,2851.3132324219,8,6,0.0119999647,-1041.8127441406,-17.9696292877,-2443.4575195313,9.2797937393,1036.4022216797,-35.5425758362
15F41E25-4B44-4C53-A53C-3D2018465894,Baseball,eastondemo2@gmail.com,02/05/2015 16:10:50,0,0,2916.9753417969,82,73,55,1,39.6052589417,105,72.9655609131,0,91,-13.5703014966,72.96556,0.2079999447,10,0,2916.9753417969,8,5,0.0099999905,1382.1915283203,-17.4513664246,-2281.0639648438,-10.3282384872,1181.1171875,-34.0199012756
AD57DE5F-F104-49F8-8374-745E756A2F39,Baseball,eastondemo2@gmail.com,02/05/2015 16:10:50,0,0,2916.9753417969,82,73,55,1,39.6052589417,105,72.9655609131,0,91,-13.5703014966,72.96556,0.2079999447,10,0,2916.9753417969,8,5,0.0099999905,1382.1915283203,-17.4513664246,-2281.0639648438,-10.3282384872,1181.1171875,-34.0199012756
